updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2026-04-01T14:52:14+0000	88.0	java:S1858	fr.cnes.sonar:cnesreport	2min	CODE_SMELL	CLEAR		OPEN		TEST	efb0a543-1fae-49be-929e-531bfec2c6a2	MINOR		46956548+sancretor@users.noreply.github.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"""getSeverity"" returns a string, there's no need to call ""toString()""."	2021-08-25T15:16:26+0000	true	"finding / clumsy / "		fr.cnes.sonar:cnesreport:src/test/ut/java/fr/cnes/sonar/report/providers/qualityprofile/AbstractQualityProfileProviderTest.java	false	{startLine=88.0, endLine=88.0, startOffset=47.0, endOffset=58.0}	2min	f67ecc0895e4fbdd789db70b9f3f9631	OPEN
2026-04-01T14:52:14+0000	90.0	java:S1858	fr.cnes.sonar:cnesreport	2min	CODE_SMELL	CLEAR		OPEN		TEST	25f541cf-a90c-48c8-abf5-00d5f77be4aa	MINOR		46956548+sancretor@users.noreply.github.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"""getSeverity"" returns a string, there's no need to call ""toString()""."	2021-08-25T15:16:26+0000	true	"finding / clumsy / "		fr.cnes.sonar:cnesreport:src/test/ut/java/fr/cnes/sonar/report/providers/qualityprofile/AbstractQualityProfileProviderTest.java	false	{startLine=90.0, endLine=90.0, startOffset=40.0, endOffset=51.0}	2min	a6a8152a6bc22ce62ea4e695c46bf23d	OPEN
2026-04-01T14:52:14+0000	35.0	java:S4030	fr.cnes.sonar:cnesreport	2min	CODE_SMELL	CLEAR		OPEN		TEST	93db5a42-f6c1-40c1-bb85-9d032a142a52	MINOR		49336970+erwangauduchon@users.noreply.github.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Consume or remove this unused collection	2021-07-16T09:04:58+0000	false	"performance / unused / suspicious / "		fr.cnes.sonar:cnesreport:src/test/ut/java/fr/cnes/sonar/report/model/ModelTest.java	false	{startLine=35.0, endLine=35.0, startOffset=22.0, endOffset=30.0}	2min	a97096be3eed8a296c5aba99e336b2da	OPEN
2026-04-01T14:52:14+0000	340.0	java:S3776	fr.cnes.sonar:cnesreport	28min	CODE_SMELL	FOCUSED		OPEN	"{locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=344.0, endLine=344.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=352.0, endLine=352.0, startOffset=12.0, endOffset=17.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=352.0, endLine=352.0, startOffset=38.0, endOffset=40.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=354.0, endLine=354.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=361.0, endLine=361.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=363.0, endLine=363.0, startOffset=13.0, endOffset=16.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=368.0, endLine=368.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=371.0, endLine=371.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=376.0, endLine=376.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=381.0, endLine=381.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=385.0, endLine=385.0, startOffset=24.0, endOffset=27.0}, msg=+5 (incl 4 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=386.0, endLine=386.0, startOffset=28.0, endOffset=30.0}, msg=+6 (incl 5 for nesting), msgFormattings=[]}]} / "	MAIN	f5230387-bfca-4dfb-9ded-4d24f8ecbea4	CRITICAL		49336970+erwangauduchon@users.noreply.github.com	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor this method to reduce its Cognitive Complexity from 38 to the 15 allowed.	2021-05-31T14:05:27+0000	false	"brain-overload / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java	false	{startLine=340.0, endLine=340.0, startOffset=23.0, endOffset=32.0}	28min	f91927285a792502ec94b88e91339e8f	OPEN
2026-04-01T14:52:14+0000	134.0	java:S6204	fr.cnes.sonar:cnesreport	5min	CODE_SMELL	CLEAR		OPEN		MAIN	62f69247-bec4-4cff-ae1a-5c825e1d4cd3	MAJOR		49336970+erwangauduchon@users.noreply.github.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Replace this usage of 'Stream.collect(Collectors.toList())' with 'Stream.toList()' and ensure that the list is unmodified.	2021-04-27T13:44:29+0000	false	"java16 / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/xlsx/XlsXExporter.java	false	{startLine=134.0, endLine=134.0, startOffset=75.0, endOffset=94.0}	5min	6993ab73f1ce1bcf42844c7d8f9cafdc	OPEN
2026-04-01T14:52:14+0000	259.0	java:S3776	fr.cnes.sonar:cnesreport	8min	CODE_SMELL	FOCUSED		OPEN	"{locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=274.0, endLine=274.0, startOffset=8.0, endOffset=11.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=276.0, endLine=276.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=282.0, endLine=282.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=287.0, endLine=287.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=287.0, endLine=287.0, startOffset=53.0, endOffset=55.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=299.0, endLine=299.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java, textRange={startLine=301.0, endLine=301.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / "	MAIN	a9cc3032-e471-4875-93d1-7bde8a469a5e	CRITICAL		vagrant@localhost.localdomain	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.	2019-11-30T21:35:12+0000	false	"brain-overload / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/docx/DocXTools.java	false	{startLine=259.0, endLine=259.0, startOffset=24.0, endOffset=42.0}	8min	13ebdbfbfa232d28b5032344aa9ba80c	OPEN
2026-04-01T14:52:14+0000	39.0	java:S116	fr.cnes.sonar:cnesreport	2min	CODE_SMELL	IDENTIFIABLE		OPEN		TEST	ffa25136-8edc-4e51-9db9-4bd1bb11dfba	MINOR		louis.jd.martin@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Rename this field ""TARGET"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2019-09-02T08:56:10+0000	false	"convention / "		fr.cnes.sonar:cnesreport:src/test/ut/java/fr/cnes/sonar/report/ReportTest.java	false	{startLine=39.0, endLine=39.0, startOffset=19.0, endOffset=25.0}	2min	f4b06c25d69634388f76b6290ebfa265	OPEN
2026-04-01T14:52:14+0000	66.0	java:S6201	fr.cnes.sonar:cnesreport	5min	CODE_SMELL	CLEAR		OPEN	"{locations=[{component=fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/CSVExporter.java, textRange={startLine=68.0, endLine=68.0, startOffset=42.0, endOffset=59.0}, msg=Location of the cast, msgFormattings=[]}]} / "	MAIN	9fc7e79b-f838-45da-8f14-5e5d1eee3c72	MINOR		louis.jd.martin@gmail.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Replace this instanceof check and cast with 'instanceof ArrayList arraylist'	2019-08-29T13:29:50+0000	false	"java16 / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/CSVExporter.java	false	{startLine=66.0, endLine=66.0, startOffset=21.0, endOffset=48.0}	5min	84edd5a04a479340b7e1393e1d65e1e9	OPEN
2026-04-01T14:52:14+0000	46.0	java:S1874	fr.cnes.sonar:cnesreport	15min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	91bc8788-ce89-4bac-9f30-ce67b1be6f17	MINOR		louis.jd.martin@gmail.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Remove this use of ""withDelimiter""; it is deprecated."	2019-08-13T12:50:43+0000	false	"cwe / obsolete / cert / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/exporters/CSVExporter.java	false	{startLine=46.0, endLine=46.0, startOffset=79.0, endOffset=92.0}	15min	c7a5ff32e7d43f163cb88e04047ffa4a	OPEN
2026-04-01T14:52:14+0000	83.0	java:S107	fr.cnes.sonar:cnesreport	20min	CODE_SMELL	FOCUSED		OPEN		MAIN	5cec784b-6093-40ba-9ef7-f2a56545b81f	MAJOR		benoit.garcon@outlook.com	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Constructor has 18 parameters, which is greater than 7 authorized.	2018-10-23T07:02:27+0000	false	"brain-overload / "		fr.cnes.sonar:cnesreport:src/main/java/fr/cnes/sonar/report/utils/ReportConfiguration.java	false	{startLine=83.0, endLine=83.0, startOffset=12.0, endOffset=31.0}	20min	92faecea8f42d3321b9a89aa68dc0311	OPEN
